file_name,class_id,class_name,pred_class_id,pred_class_name,window_size,confidence,is_pred_correct,time_interval,sampling_strategy
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,5,0.98846114,True,0,LeastRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,5,1.0,True,40,LeastRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,5,1.0,True,80,LeastRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,5,0.99999976,True,120,LeastRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,7,1.0,True,0,Random
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,7,1.0,True,40,Random
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,7,1.0,True,80,Random
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,7,1.0,True,120,Random
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,7,1.0,True,0,MostRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,7,1.0,True,40,MostRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,7,1.0,True,80,MostRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,7,1.0,True,120,MostRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,7,1.0,True,0,LeastRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,7,1.0,True,40,LeastRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,7,1.0,True,80,LeastRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,7,1.0,True,120,LeastRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,9,1.0,True,0,Random
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,9,1.0,True,40,Random
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,9,1.0,True,80,Random
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,9,1.0,True,120,Random
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,9,1.0,True,0,MostRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,9,1.0,True,40,MostRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,9,1.0,True,80,MostRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,9,1.0,True,120,MostRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,9,1.0,True,0,LeastRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,9,1.0,True,40,LeastRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,9,1.0,True,80,LeastRecent
FJlq-9rT0JU.mp4,28,bobsledding,28,bobsledding,9,1.0,True,120,LeastRecent
cokbKj66zXg.mp4,28,bobsledding,28,bobsledding,5,0.98282444,True,0,Random
cokbKj66zXg.mp4,28,bobsledding,164,ice skating,5,0.69710374,False,40,Random
cokbKj66zXg.mp4,28,bobsledding,28,bobsledding,5,0.82786614,True,0,MostRecent
cokbKj66zXg.mp4,28,bobsledding,154,hockey stop,5,0.44618526,False,40,MostRecent
cokbKj66zXg.mp4,28,bobsledding,28,bobsledding,5,0.21420506,True,0,LeastRecent
cokbKj66zXg.mp4,28,bobsledding,164,ice skating,5,0.7936269,False,40,LeastRecent
cokbKj66zXg.mp4,28,bobsledding,28,bobsledding,7,1.0,True,0,Random
cokbKj66zXg.mp4,28,bobsledding,164,ice skating,7,0.961109,False,40,Random
cokbKj66zXg.mp4,28,bobsledding,28,bobsledding,7,0.9999391,True,0,MostRecent
cokbKj66zXg.mp4,28,bobsledding,235,playing ice hockey,7,0.6823141,False,40,MostRecent
cokbKj66zXg.mp4,28,bobsledding,28,bobsledding,7,0.99999976,True,0,LeastRecent
cokbKj66zXg.mp4,28,bobsledding,28,bobsledding,7,0.9999994,True,40,LeastRecent
cokbKj66zXg.mp4,28,bobsledding,28,bobsledding,9,0.9999938,True,0,Random
cokbKj66zXg.mp4,28,bobsledding,235,playing ice hockey,9,0.41532922,False,40,Random
cokbKj66zXg.mp4,28,bobsledding,28,bobsledding,9,0.9999869,True,0,MostRecent
cokbKj66zXg.mp4,28,bobsledding,306,skateboarding,9,0.64622074,False,40,MostRecent
cokbKj66zXg.mp4,28,bobsledding,28,bobsledding,9,0.99999034,True,0,LeastRecent
cokbKj66zXg.mp4,28,bobsledding,28,bobsledding,9,0.9802581,True,40,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,1.0,True,0,Random
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,0.99944323,True,40,Random
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,0.94100815,True,80,Random
rUkT6YCsx78.mp4,28,bobsledding,52,changing oil,5,0.091276504,False,120,Random
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,1.0,True,160,Random
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,0.99997306,True,200,Random
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,1.0,True,0,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,0.9811415,True,40,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,0.97156173,True,80,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,164,ice skating,5,0.15704122,False,120,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,1.0,True,160,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,0.99999905,True,200,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,0.60030085,True,0,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,0.9999721,True,40,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,0.9999763,True,80,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,0.97648674,True,120,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,154,hockey stop,5,0.49197957,False,160,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,5,0.9925734,True,200,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,7,1.0,True,0,Random
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,7,0.9935915,True,40,Random
rUkT6YCsx78.mp4,28,bobsledding,324,snowmobiling,7,0.7522512,False,80,Random
rUkT6YCsx78.mp4,28,bobsledding,164,ice skating,7,0.62359244,False,120,Random
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,7,1.0,True,160,Random
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,7,1.0,True,200,Random
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,7,1.0,True,0,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,7,0.9195714,True,40,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,7,0.9886291,True,80,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,34,breakdancing,7,0.6354031,False,120,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,7,1.0,True,160,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,7,0.9999999,True,200,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,7,1.0,True,0,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,7,1.0,True,40,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,7,0.9999757,True,80,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,7,0.9861974,True,120,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,306,skateboarding,7,0.5038812,False,160,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,7,1.0,True,200,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,9,1.0,True,0,Random
rUkT6YCsx78.mp4,28,bobsledding,324,snowmobiling,9,0.9417994,False,40,Random
rUkT6YCsx78.mp4,28,bobsledding,324,snowmobiling,9,0.82385695,False,80,Random
rUkT6YCsx78.mp4,28,bobsledding,293,shaving legs,9,0.32962412,False,120,Random
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,9,0.9999999,True,160,Random
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,9,1.0,True,200,Random
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,9,1.0,True,0,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,9,0.94521785,True,40,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,324,snowmobiling,9,0.86517686,False,80,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,146,grooming horse,9,0.36760604,False,120,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,9,1.0,True,160,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,9,1.0,True,200,MostRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,9,0.9999999,True,0,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,9,1.0,True,40,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,9,0.999985,True,80,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,9,0.99164295,True,120,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,293,shaving legs,9,0.61831,False,160,LeastRecent
rUkT6YCsx78.mp4,28,bobsledding,28,bobsledding,9,1.0,True,200,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,235,playing ice hockey,5,0.6843075,False,0,Random
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,5,0.9810131,True,40,Random
7t_Awu2UWzg.mp4,28,bobsledding,235,playing ice hockey,5,0.9949115,False,80,Random
7t_Awu2UWzg.mp4,28,bobsledding,103,driving car,5,0.3026472,False,120,Random
7t_Awu2UWzg.mp4,28,bobsledding,103,driving car,5,0.36296788,False,160,Random
7t_Awu2UWzg.mp4,28,bobsledding,374,using remote controller (not gaming),5,0.10954166,False,200,Random
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,5,0.99908245,True,0,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,5,0.9810131,True,40,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,235,playing ice hockey,5,0.9933381,False,80,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,103,driving car,5,0.35574207,False,120,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,103,driving car,5,0.35859343,False,160,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,103,driving car,5,0.2577158,False,200,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,62,cleaning pool,5,0.44463977,False,0,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,5,0.92943347,True,40,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,5,0.5003066,True,80,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,5,0.899243,True,120,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,5,0.43335465,True,160,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,374,using remote controller (not gaming),5,0.30670574,False,200,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,143,golf putting,7,0.34101292,False,0,Random
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,7,1.0,True,40,Random
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,7,0.9999788,True,80,Random
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,7,0.9826186,True,120,Random
7t_Awu2UWzg.mp4,28,bobsledding,52,changing oil,7,0.7732535,False,160,Random
7t_Awu2UWzg.mp4,28,bobsledding,103,driving car,7,0.71201336,False,200,Random
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,7,1.0,True,0,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,7,0.9999999,True,40,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,7,0.99836963,True,80,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,103,driving car,7,0.6142352,False,120,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,103,driving car,7,0.7647491,False,160,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,52,changing oil,7,0.44858992,False,200,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,143,golf putting,7,0.30950642,False,0,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,7,1.0,True,40,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,7,1.0,True,80,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,7,0.9999999,True,120,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,103,driving car,7,0.9683063,False,160,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,103,driving car,7,0.8157266,False,200,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,143,golf putting,9,0.48734313,False,0,Random
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,9,0.9998982,True,40,Random
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,9,0.9999801,True,80,Random
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,9,1.0,True,120,Random
7t_Awu2UWzg.mp4,28,bobsledding,103,driving car,9,0.84488577,False,160,Random
7t_Awu2UWzg.mp4,28,bobsledding,103,driving car,9,0.5509969,False,200,Random
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,9,0.9359601,True,0,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,9,1.0,True,40,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,9,0.99797815,True,80,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,9,0.9535957,True,120,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,103,driving car,9,0.5150677,False,160,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,52,changing oil,9,0.9428875,False,200,MostRecent
7t_Awu2UWzg.mp4,28,bobsledding,143,golf putting,9,0.48734313,False,0,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,9,0.99998033,True,40,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,9,0.9949163,True,80,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,28,bobsledding,9,1.0,True,120,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,52,changing oil,9,0.48778692,False,160,LeastRecent
7t_Awu2UWzg.mp4,28,bobsledding,103,driving car,9,0.5946248,False,200,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,0.9997112,True,0,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,0.99999726,True,40,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,0.99999857,True,80,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,120,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,160,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,200,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,0.9975473,True,0,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,40,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,80,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,120,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,0.7291757,True,160,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,0.99999857,True,200,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,0.99999976,True,0,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,0.9968407,True,40,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,80,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,120,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,160,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,12,balloon blowing,5,0.9985619,False,200,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,0,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,40,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,80,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,120,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,160,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,200,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,0,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,40,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,80,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,120,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,160,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,200,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,0,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,40,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,80,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,120,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,160,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,7,1.0,True,200,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,0,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,40,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,80,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,120,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,160,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,200,Random
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,0,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,40,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,80,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,120,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,160,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,200,MostRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,0,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,40,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,80,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,120,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,160,LeastRecent
tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,9,1.0,True,200,LeastRecent
fgdvvLLJ4qo.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,0,Random
fgdvvLLJ4qo.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,40,Random
fgdvvLLJ4qo.mp4,46,carving pumpkin,46,carving pumpkin,5,0.9999919,True,80,Random
fgdvvLLJ4qo.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,120,Random
fgdvvLLJ4qo.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,160,Random
fgdvvLLJ4qo.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,200,Random
fgdvvLLJ4qo.mp4,46,carving pumpkin,46,carving pumpkin,5,1.0,True,240,Random
