file_name,class_id,class_name,pred_class_id,pred_class_name,confidence,is_pred_correct,time_interval,sampling_strategy
datasets\kinetics400_5per\train\bobsledding\VXrhBFb9yAw.mp4,28,bobsledding,299,shoveling snow,0.8456825,False,5,MostRecent
datasets\kinetics400_5per\train\bobsledding\VXrhBFb9yAw.mp4,28,bobsledding,28,bobsledding,0.21531792,True,6,MostRecent
datasets\kinetics400_5per\train\bobsledding\VXrhBFb9yAw.mp4,28,bobsledding,239,playing organ,0.9460712,False,7,MostRecent
datasets\kinetics400_5per\train\bobsledding\VXrhBFb9yAw.mp4,28,bobsledding,149,headbanging,0.0814443,False,8,MostRecent
datasets\kinetics400_5per\train\bobsledding\VXrhBFb9yAw.mp4,28,bobsledding,22,biking through snow,0.9425379,False,9,MostRecent
datasets\kinetics400_5per\train\bobsledding\VXrhBFb9yAw.mp4,28,bobsledding,22,biking through snow,0.9491449,False,10,MostRecent
datasets\kinetics400_5per\train\bobsledding\VXrhBFb9yAw.mp4,28,bobsledding,22,biking through snow,0.89626086,False,11,MostRecent
datasets\kinetics400_5per\train\bobsledding\VXrhBFb9yAw.mp4,28,bobsledding,296,shooting basketball,0.5195341,False,5,LeastRecent
datasets\kinetics400_5per\train\bobsledding\VXrhBFb9yAw.mp4,28,bobsledding,296,shooting basketball,0.6040103,False,6,LeastRecent
datasets\kinetics400_5per\train\bobsledding\VXrhBFb9yAw.mp4,28,bobsledding,28,bobsledding,0.41776174,True,7,LeastRecent
datasets\kinetics400_5per\train\bobsledding\VXrhBFb9yAw.mp4,28,bobsledding,28,bobsledding,0.41776174,True,8,LeastRecent
datasets\kinetics400_5per\train\bobsledding\VXrhBFb9yAw.mp4,28,bobsledding,107,dunking basketball,0.60745186,False,9,LeastRecent
datasets\kinetics400_5per\train\bobsledding\VXrhBFb9yAw.mp4,28,bobsledding,107,dunking basketball,0.62943554,False,10,LeastRecent
datasets\kinetics400_5per\train\bobsledding\VXrhBFb9yAw.mp4,28,bobsledding,107,dunking basketball,0.6337845,False,11,LeastRecent
datasets\kinetics400_5per\train\bobsledding\ryDGSnjwF6g.mp4,28,bobsledding,94,dodgeball,0.510946,False,5,Random
datasets\kinetics400_5per\train\bobsledding\ryDGSnjwF6g.mp4,28,bobsledding,94,dodgeball,0.07423213,False,5,MostRecent
datasets\kinetics400_5per\train\bobsledding\ryDGSnjwF6g.mp4,28,bobsledding,14,barbequing,0.013818012,False,5,LeastRecent
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,103,driving car,0.30158603,False,5,Random
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,103,driving car,0.09739637,False,6,Random
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,357,throwing ball,0.11249474,False,7,Random
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,362,tossing salad,0.084116116,False,8,Random
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,210,peeling apples,0.29937276,False,9,Random
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,210,peeling apples,0.20427345,False,10,Random
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,28,bobsledding,0.4062974,True,11,Random
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,94,dodgeball,0.014560407,False,5,MostRecent
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,182,long jump,0.013388041,False,6,MostRecent
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,28,bobsledding,0.9969194,True,7,MostRecent
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,362,tossing salad,0.06263252,False,8,MostRecent
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,28,bobsledding,0.9999583,True,9,MostRecent
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,28,bobsledding,0.999956,True,10,MostRecent
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,28,bobsledding,0.9999969,True,11,MostRecent
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,286,scuba diving,0.22235444,False,5,LeastRecent
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,261,pushing car,0.17838012,False,6,LeastRecent
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,31,bowling,0.4456962,False,7,LeastRecent
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,31,bowling,0.4456962,False,8,LeastRecent
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,362,tossing salad,0.18606424,False,9,LeastRecent
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,362,tossing salad,0.17605036,False,10,LeastRecent
datasets\kinetics400_5per\train\bobsledding\T_5tNh23Rcg.mp4,28,bobsledding,31,bowling,0.2070765,False,11,LeastRecent
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,28,bobsledding,0.96183825,True,5,Random
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,28,bobsledding,0.8406601,True,6,Random
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,28,bobsledding,0.99998987,True,7,Random
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,28,bobsledding,0.22987333,True,8,Random
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,28,bobsledding,0.99919146,True,9,Random
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,28,bobsledding,0.99938345,True,10,Random
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,28,bobsledding,0.9996301,True,11,Random
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,238,playing monopoly,0.09528774,False,5,MostRecent
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,238,playing monopoly,0.24210808,False,6,MostRecent
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,322,snowboarding,0.2048683,False,7,MostRecent
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,28,bobsledding,0.25379252,True,8,MostRecent
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,28,bobsledding,0.75862163,True,9,MostRecent
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,28,bobsledding,0.76872027,True,10,MostRecent
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,28,bobsledding,0.79553413,True,11,MostRecent
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,103,driving car,0.02695497,False,5,LeastRecent
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,61,cleaning gutters,0.031800196,False,6,LeastRecent
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,235,playing ice hockey,0.1750036,False,7,LeastRecent
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,235,playing ice hockey,0.1750036,False,8,LeastRecent
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,103,driving car,0.115088634,False,9,LeastRecent
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,172,jumping into pool,0.12167862,False,10,LeastRecent
datasets\kinetics400_5per\train\bobsledding\IBbdl5BnZOU.mp4,28,bobsledding,103,driving car,0.119708836,False,11,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,380,washing feet,0.99847573,False,5,Random
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,188,making pizza,0.69131845,False,6,Random
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,188,making pizza,0.34458277,False,7,Random
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,8,Random
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,9,Random
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,188,making pizza,0.38235712,False,10,Random
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,46,carving pumpkin,0.88714755,True,11,Random
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,188,making pizza,0.5339246,False,5,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,188,making pizza,0.9964307,False,6,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,7,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,224,playing chess,0.39507234,False,8,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,9,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,10,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,11,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,63,cleaning shoes,0.16450387,False,5,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,58,clay pottery making,0.1821507,False,6,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,58,clay pottery making,0.93702483,False,7,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,58,clay pottery making,0.93702483,False,8,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,70,cooking chicken,0.35169315,False,9,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,70,cooking chicken,0.31157443,False,10,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\Xx5S6h5-C3w.mp4,46,carving pumpkin,70,cooking chicken,0.46976253,False,11,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,5,Random
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,6,Random
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,7,Random
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,8,Random
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,9,Random
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,10,Random
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,11,Random
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,5,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,6,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,7,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,8,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,9,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,10,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,11,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,5,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,6,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,7,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,8,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,9,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,10,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\rTUjPNOIDoA.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,11,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,0.99993265,True,5,Random
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,0.99969363,True,6,Random
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,7,Random
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,8,Random
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,9,Random
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,10,Random
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,11,Random
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,0.99999964,True,5,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,0.99999976,True,6,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,7,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,8,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,9,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,10,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,11,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,5,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,6,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,7,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,8,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,9,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,10,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\msPahROanw4.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,11,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,5,Random
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,6,Random
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,0.9998518,True,7,Random
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,0.9998518,True,8,Random
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,9,Random
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,10,Random
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,11,Random
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,5,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,6,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,7,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,8,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,9,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,10,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,11,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,0.99999857,True,5,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,0.9999987,True,6,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,7,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,8,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,9,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,10,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\tY-4ksIcwLQ.mp4,46,carving pumpkin,46,carving pumpkin,0.9999999,True,11,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,0.99900776,True,5,Random
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,0.99999535,True,6,Random
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,7,Random
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,8,Random
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,9,Random
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,5,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,0.9999999,True,6,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,7,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,8,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,9,MostRecent
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,0.99999976,True,5,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,6,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,7,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,8,LeastRecent
datasets\kinetics400_5per\train\carving pumpkin\tBItFc3o9aE.mp4,46,carving pumpkin,46,carving pumpkin,1.0,True,9,LeastRecent
datasets\kinetics400_5per\train\capoeira\0s7WgsH62E8.mp4,43,capoeira,265,reading newspaper,0.04394787,False,5,Random
datasets\kinetics400_5per\train\capoeira\0s7WgsH62E8.mp4,43,capoeira,265,reading newspaper,0.057171375,False,6,Random
datasets\kinetics400_5per\train\capoeira\0s7WgsH62E8.mp4,43,capoeira,399,zumba,0.6102357,False,7,Random
datasets\kinetics400_5per\train\capoeira\0s7WgsH62E8.mp4,43,capoeira,51,celebrating,0.12789641,False,8,Random
datasets\kinetics400_5per\train\capoeira\0s7WgsH62E8.mp4,43,capoeira,176,kissing,0.26441532,False,9,Random
datasets\kinetics400_5per\train\capoeira\0s7WgsH62E8.mp4,43,capoeira,176,kissing,0.26921955,False,10,Random
datasets\kinetics400_5per\train\capoeira\0s7WgsH62E8.mp4,43,capoeira,288,shaking hands,0.11147975,False,11,Random
datasets\kinetics400_5per\train\capoeira\0s7WgsH62E8.mp4,43,capoeira,57,clapping,0.1968553,False,5,MostRecent
datasets\kinetics400_5per\train\capoeira\0s7WgsH62E8.mp4,43,capoeira,57,clapping,0.030110085,False,6,MostRecent
datasets\kinetics400_5per\train\capoeira\0s7WgsH62E8.mp4,43,capoeira,336,surfing crowd,0.44721302,False,7,MostRecent
datasets\kinetics400_5per\train\capoeira\0s7WgsH62E8.mp4,43,capoeira,27,blowing out candles,0.045366462,False,8,MostRecent
datasets\kinetics400_5per\train\capoeira\0s7WgsH62E8.mp4,43,capoeira,51,celebrating,0.411337,False,9,MostRecent
datasets\kinetics400_5per\train\capoeira\0s7WgsH62E8.mp4,43,capoeira,51,celebrating,0.3733104,False,10,MostRecent
